id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
8620,2010/2011,2,0,2010-09-11 00:00:00,27358,30255,71399,36388,94685,30707,27365,43319,144993,94652,18576,30820,37357,35112,30902,37317,19511,31244,33464,31235,75447,15403,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,VfL Wolfsburg,WOL
8621,2010/2011,1,1,2010-09-11 00:00:00,25524,30668,27461,37787,30987,30749,38843,33101,39106,38216,34602,27433,38178,40093,27438,27436,26440,33772,174093,178818,35831,141161,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,1. FC Nürnberg,NUR
8622,2010/2011,2,1,2010-09-12 00:00:00,27488,43208,36000,36806,43061,27420,27510,22313,128827,38364,25611,37678,37379,39000,103089,35125,27418,43138,34971,36092,36389,42971,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,1. FC Kaiserslautern,KAI
8623,2010/2011,2,0,2010-09-10 00:00:00,33473,39841,95574,30693,27411,36775,147729,36011,172901,36084,35411,27299,68253,40544,30649,30754,27483,180126,30655,25773,36784,37783,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,FC Schalke 04,S04
8624,2010/2011,0,4,2010-09-11 00:00:00,38793,36380,26588,38432,27412,192625,145551,26472,38398,37313,129944,27467,167065,36076,27475,72532,27472,27478,34267,27484,38601,35997,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,Eintracht Frankfurt,EFR
8625,2010/2011,1,0,2010-09-12 00:00:00,26173,97493,97491,114492,34045,30789,178804,108401,147731,37389,32118,27255,35881,106309,37359,155534,26959,36086,58346,35882,27156,39837,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,FC St. Pauli,STP
8626,2010/2011,2,1,2010-09-11 00:00:00,178778,9079,29276,26894,23587,36771,26388,25730,27512,46700,38190,94841,27774,36146,29471,24791,41888,25772,27324,141145,41244,27642,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,VfB Stuttgart,STU
8627,2010/2011,2,2,2010-09-11 00:00:00,27518,30811,36005,24167,25483,26928,36186,39834,115670,47357,29145,27424,27427,27492,24134,43210,34681,49939,30699,71560,31199,27556,Germany,Germany 1. Bundesliga,Hannover 96,HAN,Bayer 04 Leverkusen,LEV
8628,2010/2011,5,1,2011-04-17 00:00:00,32653,30894,33085,147729,30477,116772,30868,30872,30924,30638,27326,27424,27349,97734,58354,27427,49939,27429,71560,30699,34681,73448,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,Bayer 04 Leverkusen,LEV
8629,2010/2011,1,1,2011-04-16 00:00:00,27313,35989,35606,27315,30616,30706,114364,30688,71353,36889,25366,27299,72813,68253,30649,210704,71619,101501,26437,30655,243164,38810,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,FC Schalke 04,S04
8630,2010/2011,3,0,2011-04-17 00:00:00,27358,13518,71399,36388,94685,37374,27365,43319,177714,94652,93447,178778,9079,29276,109615,26894,36771,188498,16678,27512,36050,46700,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,SC Freiburg,FRE
8631,2010/2011,0,0,2011-04-16 00:00:00,25524,141113,16300,27461,33338,30749,102301,26675,38843,34602,30496,41087,30811,36005,24167,25483,94916,36186,39834,115670,47357,29145,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,Hannover 96,HAN
8632,2010/2011,2,2,2011-04-16 00:00:00,30820,31290,30819,35112,37317,19511,30530,27339,31235,30445,75447,27255,26955,37359,26953,36039,26959,36086,35883,35882,58346,30702,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,FC St. Pauli,STP
8633,2010/2011,1,0,2011-04-15 00:00:00,27488,25628,36000,158879,43061,27420,22313,127945,128827,178812,38364,184554,114025,38432,27412,129944,37292,145551,38398,37313,30854,27488,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,Borussia Mönchengladbach,GLA
8634,2010/2011,1,0,2011-04-16 00:00:00,33473,38213,95574,27411,26489,121633,119525,36775,172901,30915,36084,49586,167065,36076,27475,27484,34267,141370,27472,27478,35997,38601,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,Eintracht Frankfurt,EFR
8635,2010/2011,1,3,2011-04-16 00:00:00,27284,36395,97491,38215,37381,38188,30789,37249,32118,13428,38848,94841,37401,36146,29471,24791,27774,25772,27234,36132,20694,27642,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,VfB Stuttgart,STU
8636,2010/2011,0,2,2011-04-16 00:00:00,145550,37379,35998,103089,35125,200964,36092,34971,114650,89240,36389,27433,158234,200962,40093,27436,174093,26440,141396,113340,141161,33772,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,1. FC Nürnberg,NUR
8637,2010/2011,0,1,2011-04-23 00:00:00,27299,19908,171698,30649,209950,210704,39462,26437,30655,243164,37783,145550,37379,35998,103089,35125,34971,200964,114650,89240,42971,36389,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,1. FC Kaiserslautern,KAI
8638,2010/2011,2,1,2011-04-23 00:00:00,27424,49939,97734,24134,43210,37373,27429,71560,30699,34681,31199,33473,39841,95574,27411,26489,119525,242709,121633,172901,157729,30915,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,TSG 1899 Hoffenheim,HOF
8639,2010/2011,3,0,2011-04-23 00:00:00,94841,37401,36146,29471,24791,27774,25772,27234,36132,20694,27642,25524,141113,16300,27461,33338,30749,102301,26675,38843,27155,30496,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Hamburger SV,HAM
8640,2010/2011,4,1,2011-04-24 00:00:00,30820,31290,35112,30819,37317,19511,30949,31244,31235,30445,75447,27284,36395,97491,38215,37381,38188,200515,37389,108401,178804,38848,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,1. FC Köln,FCK
8641,2010/2011,1,1,2011-04-23 00:00:00,49586,167065,141370,27475,27484,34267,49550,27472,35997,69864,38601,32653,30894,33085,147729,161396,30868,30872,116772,30638,30924,27326,Germany,Germany 1. Bundesliga,Eintracht Frankfurt,EFR,FC Bayern Munich,BMU
8642,2010/2011,1,0,2011-04-23 00:00:00,184554,114025,40735,26588,27412,37292,145551,192625,38398,129944,37313,27358,13518,71399,36388,94685,37374,34413,43319,177714,94652,93447,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,Borussia Dortmund,DOR
8643,2010/2011,1,3,2011-04-21 00:00:00,178778,9079,10950,109615,26894,36771,29356,188498,27512,16678,46700,41087,30811,36005,24167,25483,94916,27351,36186,115670,39840,29145,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Hannover 96,HAN
8644,2010/2011,0,0,2011-04-24 00:00:00,27433,158234,200962,27438,27436,174093,26440,141396,113340,33772,141161,27488,36000,27415,36806,43061,25628,27420,27331,22313,38364,178812,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,1. FSV Mainz 05,MAI
8645,2010/2011,1,3,2011-04-23 00:00:00,35875,35852,37359,36039,26955,26959,36086,35883,35882,58346,30702,27313,35989,35606,27315,30616,30706,114364,134217,71353,25366,36889,Germany,Germany 1. Bundesliga,FC St. Pauli,STP,SV Werder Bremen,WBR
8646,2010/2011,4,1,2011-04-30 00:00:00,32653,30894,33085,94886,161396,30868,30872,30834,116772,30924,27326,27299,72813,101501,30649,30754,27419,171698,71619,26437,37411,30655,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,FC Schalke 04,S04
8647,2010/2011,0,1,2011-04-29 00:00:00,27313,35989,35606,27315,30616,30706,134217,114364,71353,25366,110148,30820,31290,35112,30819,37317,19511,30949,31244,75447,31235,30445,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,VfL Wolfsburg,WOL
8648,2010/2011,2,0,2011-04-30 00:00:00,27358,13518,71399,36388,94685,37374,34413,177714,93447,94652,18576,27433,38178,200962,27438,27436,174093,26440,212875,141396,33772,141161,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,1. FC Nürnberg,NUR
8649,2010/2011,0,2,2011-04-30 00:00:00,25524,141113,37156,27461,33338,30749,27155,26675,38843,212867,33101,178778,9079,10950,109615,26894,36771,16678,27512,29356,27352,46700,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,SC Freiburg,FRE
8650,2010/2011,3,0,2011-04-30 00:00:00,27488,36000,27415,158879,43061,27420,22313,128827,42873,178812,37731,49586,167065,141370,27475,27484,34267,49550,27472,27478,35997,38601,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,Eintracht Frankfurt,EFR
8651,2010/2011,1,2,2011-04-30 00:00:00,33473,39841,95574,27411,26489,119525,242709,121633,172901,30915,157729,94841,37401,36146,29471,38842,27774,25772,27234,36132,20694,27642,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,VfB Stuttgart,STU
8652,2010/2011,2,0,2011-04-30 00:00:00,27284,36395,97491,38215,37381,30789,114492,37249,32118,108401,38848,27424,49939,97734,24134,43210,30699,37373,71560,34681,27427,31199,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,Bayer 04 Leverkusen,LEV
8653,2010/2011,0,1,2011-04-30 00:00:00,41087,30811,36005,24167,25483,39840,36186,39834,115670,47357,29145,184554,114025,40735,26588,27412,129944,37292,145551,38398,30854,37313,Germany,Germany 1. Bundesliga,Hannover 96,HAN,Borussia Mönchengladbach,GLA
8654,2010/2011,2,0,2011-04-29 00:00:00,145550,27418,35998,103089,35125,34971,200964,27120,89240,36389,42971,35875,26955,37359,26953,36039,36086,145538,35852,35882,58346,30702,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,FC St. Pauli,STP
8655,2010/2011,1,3,2011-05-07 00:00:00,27299,72813,68253,30649,209950,101501,171698,26437,30655,37411,37783,27488,36000,27415,36806,43061,27420,42873,22313,128827,37731,178812,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,1. FSV Mainz 05,MAI
8656,2010/2011,2,0,2011-05-07 00:00:00,27313,35989,35606,27315,30616,30706,114364,134217,71353,36889,25366,27358,13518,71399,36388,94685,37374,34413,177714,93447,94652,18576,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,Borussia Dortmund,DOR
8657,2010/2011,1,1,2011-05-07 00:00:00,27424,97734,58354,24134,43210,49939,27429,30937,34681,27427,31199,25524,141113,16300,27461,33338,52243,71017,30749,26675,212867,33101,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,Hamburger SV,HAM
8658,2010/2011,2,1,2011-05-07 00:00:00,94841,37401,36146,29471,38842,27774,25772,27234,36132,20694,27642,41087,30811,36005,24167,25483,94916,36186,39834,115670,47357,29145,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Hannover 96,HAN
8659,2010/2011,1,2,2011-05-07 00:00:00,30820,31290,35112,30819,37317,19511,30530,27339,31235,75447,27556,145550,27418,39000,103089,35125,200964,34971,118298,114650,89240,36389,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,1. FC Kaiserslautern,KAI
8660,2010/2011,0,2,2011-05-07 00:00:00,49586,167065,263661,27484,27475,27472,34267,36554,69864,80564,38601,27284,36395,97491,38215,37381,30789,114492,37249,32118,108401,38848,Germany,Germany 1. Bundesliga,Eintracht Frankfurt,EFR,1. FC Köln,FCK
8661,2010/2011,2,0,2011-05-07 00:00:00,184554,114025,40735,38432,27412,129944,37292,145551,38398,37313,30854,178778,9079,29276,109615,26894,36771,16678,29356,27512,27352,46700,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,SC Freiburg,FRE
8662,2010/2011,1,2,2011-05-07 00:00:00,27433,158234,200962,27438,27436,26440,178818,174093,141396,141161,33772,33473,39841,95574,27411,26489,242709,119525,121633,157729,172901,30915,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,TSG 1899 Hoffenheim,HOF
8663,2010/2011,1,8,2011-05-07 00:00:00,27255,37359,26956,26953,26955,145538,36086,35852,35882,58346,30702,32653,30894,33085,147729,161396,30868,30872,30834,116772,30924,27326,Germany,Germany 1. Bundesliga,FC St. Pauli,STP,FC Bayern Munich,BMU
8664,2010/2011,2,1,2011-05-14 00:00:00,32653,30894,33085,94886,161396,30868,30872,30834,30638,116772,27326,94841,37401,36146,29471,38842,27774,25772,27234,36132,20694,41244,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,VfB Stuttgart,STU
8665,2010/2011,1,3,2011-05-14 00:00:00,33473,39841,59582,27411,26489,119525,121633,242709,157729,30915,172901,30820,30530,35112,30819,37317,34420,31290,19511,26113,75447,30445,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,VfL Wolfsburg,WOL
8666,2010/2011,3,1,2011-05-14 00:00:00,41087,30811,36005,24167,25483,94916,27351,39834,115670,47357,39840,27433,158234,200962,40093,229759,26440,113340,141396,33772,264702,141161,Germany,Germany 1. Bundesliga,Hannover 96,HAN,1. FC Nürnberg,NUR
8667,2010/2011,3,1,2011-05-14 00:00:00,27358,13518,20396,36388,94685,177714,34413,43319,93447,94652,18576,49586,167065,27476,27475,27484,141370,34267,27472,80564,69864,38601,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,Eintracht Frankfurt,EFR
8668,2010/2011,1,1,2011-05-14 00:00:00,25524,141113,16300,27461,33338,52243,71017,38843,26675,27155,33101,184554,114025,40735,38432,27412,129944,145551,37292,38398,37313,30854,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,Borussia Mönchengladbach,GLA
8669,2010/2011,2,1,2011-05-14 00:00:00,27488,36000,27415,36806,27331,158879,22313,128827,42873,178812,37731,27255,36039,26956,37359,97732,145538,36086,35883,58346,35852,39837,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,FC St. Pauli,STP
8670,2010/2011,2,1,2011-05-14 00:00:00,27284,36395,97491,38215,37381,30789,114492,37249,32118,108401,38848,27299,72813,68253,30649,209950,101501,27419,27306,30655,37411,37783,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,FC Schalke 04,S04
8671,2010/2011,0,1,2011-05-14 00:00:00,178778,9079,10950,26894,23587,36771,188498,27352,27512,16678,46700,27424,27349,97734,58354,43210,37373,49939,71560,30699,34681,73448,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,Bayer 04 Leverkusen,LEV
8672,2010/2011,3,2,2011-05-14 00:00:00,145550,27418,35998,103089,35125,200964,34971,27120,12245,36389,42971,27313,35989,35818,27315,114364,134217,30706,212879,164190,71353,110148,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,SV Werder Bremen,WBR
8673,2010/2011,0,0,2010-09-18 00:00:00,32653,30894,33085,94886,161396,30872,38244,116772,95078,30924,30638,26173,36395,97491,114492,34045,30789,37389,147731,108401,178804,32118,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,1. FC Köln,FCK
8674,2010/2011,1,3,2010-09-19 00:00:00,27299,180126,68253,40544,30754,26437,27419,25773,,36784,30655,27358,30255,71399,36388,94685,37374,27365,177714,144993,94652,18576,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,Borussia Dortmund,DOR
8675,2010/2011,0,2,2010-09-18 00:00:00,27313,35989,41927,27315,30616,30688,30706,27316,110148,71353,37550,27488,43208,27415,36806,36000,27510,25628,127945,27420,128827,36774,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,1. FSV Mainz 05,MAI
8676,2010/2011,0,0,2010-09-19 00:00:00,27424,97734,27492,24134,43210,71560,58354,37373,30937,27556,31199,27433,38178,40093,27438,27436,26440,33772,113340,178818,37042,141161,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,1. FC Nürnberg,NUR
8677,2010/2011,7,0,2010-09-18 00:00:00,94841,27774,27320,29471,38842,41888,25772,27324,141145,41244,27642,38793,36380,26588,38432,27412,192625,36007,26472,38398,129944,37313,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Borussia Mönchengladbach,GLA
8678,2010/2011,2,0,2010-09-18 00:00:00,30820,31290,35112,30902,37317,30530,19511,26113,15403,31235,30445,27518,30811,200965,25483,28081,26928,36186,39834,115670,47357,29145,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,Hannover 96,HAN
8679,2010/2011,0,1,2010-09-17 00:00:00,27467,167065,36076,27475,72532,34267,27472,27478,35997,27484,38601,178778,9079,29276,26894,23587,36771,26388,27512,16678,27352,46700,Germany,Germany 1. Bundesliga,Eintracht Frankfurt,EFR,SC Freiburg,FRE
8680,2010/2011,2,2,2010-09-18 00:00:00,37678,37379,39000,103089,35125,27418,34971,43138,39847,42971,36389,29303,39841,30693,95574,27411,36775,147729,36011,36084,172901,35411,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,TSG 1899 Hoffenheim,HOF
8681,2010/2011,1,1,2010-09-19 00:00:00,27255,35881,106309,37359,155534,26959,36086,35883,27156,164706,39837,25524,52243,27461,37787,30987,30749,38843,38216,33101,26675,34602,Germany,Germany 1. Bundesliga,FC St. Pauli,STP,Hamburger SV,HAM
8682,2010/2011,2,1,2010-09-22 00:00:00,27424,97734,27492,58354,43210,37373,27349,30937,49939,168086,73448,27467,167065,36076,27475,72532,27471,34267,27472,35997,27484,38601,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,Eintracht Frankfurt,EFR
8683,2010/2011,5,0,2010-09-22 00:00:00,27358,13518,71399,36388,94685,37374,27365,43319,144993,94652,18576,37678,37379,39000,103089,35125,27418,34971,43138,39847,42971,36389,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,1. FC Kaiserslautern,KAI
8684,2010/2011,1,3,2010-09-22 00:00:00,25524,30668,27461,37787,30987,30749,38843,38216,30496,95082,34602,30820,12330,35112,30902,37317,19511,30530,26113,31235,30445,15403,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,VfL Wolfsburg,WOL
8685,2010/2011,2,0,2010-09-21 00:00:00,27488,37731,27415,36806,43061,27420,22313,127945,42873,178812,36774,26173,36395,97491,38215,34045,30789,37389,147731,108401,178804,32118,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,1. FC Köln,FCK
8686,2010/2011,1,2,2010-09-21 00:00:00,29303,39841,30693,95574,27411,119525,36775,147729,36011,36084,35411,32653,30894,33085,94886,161396,38244,30872,95078,116772,30924,30638,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,FC Bayern Munich,BMU
8687,2010/2011,1,2,2010-09-22 00:00:00,38793,36380,26588,145561,27412,192625,26472,36007,38398,129944,37313,27255,35881,26956,37359,155534,26959,36086,35883,35882,58346,39837,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,FC St. Pauli,STP
8688,2010/2011,1,2,2010-09-22 00:00:00,178778,9079,29276,26894,23587,26388,36771,29356,27352,46700,27512,27299,180126,30649,68253,184645,27483,171698,25773,36784,37411,30655,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,FC Schalke 04,S04
8689,2010/2011,4,1,2010-09-21 00:00:00,27518,30811,36005,24167,25483,36186,39834,26928,115670,47357,29145,27313,35989,41927,27315,30616,134217,30706,27316,114364,71353,36889,Germany,Germany 1. Bundesliga,Hannover 96,HAN,SV Werder Bremen,WBR
8690,2010/2011,2,1,2010-09-22 00:00:00,27433,38178,40093,27438,27436,26440,33772,113340,178818,141396,141161,94841,27774,29471,36146,38842,97752,25772,27324,141145,27642,41244,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,VfB Stuttgart,STU
8691,2010/2011,1,2,2010-09-25 00:00:00,32653,30894,33085,94886,30477,38244,30872,116772,30764,95078,30638,27488,36000,27415,36806,43061,27420,25628,128827,27510,36774,38364,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,1. FSV Mainz 05,MAI
8692,2010/2011,2,2,2010-09-25 00:00:00,27299,68253,30649,40544,184645,171698,27483,25773,37411,30655,36784,38793,36380,26588,145561,27412,192625,36007,26472,38398,129944,66940,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,Borussia Mönchengladbach,GLA
8693,2010/2011,3,2,2010-09-25 00:00:00,27313,35989,35606,41927,30616,30706,27316,71353,114364,25366,37550,25524,30668,27461,37787,38843,30749,52243,95082,26675,30987,34602,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,Hamburger SV,HAM
8694,2010/2011,1,4,2010-09-25 00:00:00,94841,27774,36146,27320,38842,41888,25772,27324,27234,41244,27642,27424,97734,27492,24134,43210,58354,27349,34681,49939,30937,73448,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Bayer 04 Leverkusen,LEV
8695,2010/2011,2,1,2010-09-26 00:00:00,30820,12330,35112,30902,37317,19511,30530,26113,31235,30445,15403,26335,9079,29276,26894,23587,36771,26388,20196,27512,16678,46700,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,SC Freiburg,FRE
8696,2010/2011,2,0,2010-09-25 00:00:00,27467,167065,36076,27475,72532,27471,34267,35997,80564,27484,38601,27433,38178,40093,36934,27436,26440,141396,178818,113340,37042,141161,Germany,Germany 1. Bundesliga,Eintracht Frankfurt,EFR,1. FC Nürnberg,NUR
8697,2010/2011,1,1,2010-09-24 00:00:00,26173,36395,97491,38215,34045,30789,178804,185336,38188,108401,32118,33473,39841,30693,95574,37381,36775,147729,35411,119525,36011,36084,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,TSG 1899 Hoffenheim,HOF
8698,2010/2011,0,1,2010-09-26 00:00:00,37678,37379,39000,103089,35125,27418,34971,43138,39847,42971,36389,27518,30811,36005,24167,25483,36186,39834,26928,115670,47357,29145,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,Hannover 96,HAN
8699,2010/2011,1,3,2010-09-25 00:00:00,27255,35881,36039,37359,155534,36086,35883,35882,39837,35852,27156,27358,30255,71399,36388,94685,37374,27365,177714,144993,94652,18576,Germany,Germany 1. Bundesliga,FC St. Pauli,STP,Borussia Dortmund,DOR
8700,2010/2011,2,2,2010-10-03 00:00:00,27424,97734,27492,24134,43210,49939,58354,27349,71560,27556,30937,27313,27315,35606,41927,30616,26257,134217,71353,114364,27316,110148,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,SV Werder Bremen,WBR
8701,2010/2011,2,0,2010-10-03 00:00:00,27358,13518,71399,36388,94685,37374,27365,43319,144993,94652,18576,32653,30894,33085,94886,26489,38244,30477,116772,30872,95078,27326,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,FC Bayern Munich,BMU
8702,2010/2011,1,2,2010-10-03 00:00:00,94841,29631,36146,27320,24791,27774,25772,94328,27324,41244,27642,27467,167065,36076,27475,72532,27472,27471,34267,27484,35997,38601,Germany,Germany 1. Bundesliga,VfB Stuttgart,STU,Eintracht Frankfurt,EFR
8703,2010/2011,2,1,2010-10-02 00:00:00,25524,52243,27461,37787,38843,30749,71017,38216,26675,95082,34602,37678,37379,39000,103089,35125,43138,118298,34971,27418,39847,36389,Germany,Germany 1. Bundesliga,Hamburger SV,HAM,1. FC Kaiserslautern,KAI
8704,2010/2011,4,2,2010-10-02 00:00:00,27488,43208,27415,36806,43061,128827,27510,27420,178812,36774,38364,33473,39841,30693,95574,37381,36775,147729,36011,172901,36084,35411,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,TSG 1899 Hoffenheim,HOF
8705,2010/2011,1,1,2010-10-02 00:00:00,38793,36380,145561,27412,27232,192625,26472,36007,38398,129944,66940,30820,12330,35112,30902,37317,30530,31290,26113,15403,31235,30445,Germany,Germany 1. Bundesliga,Borussia Mönchengladbach,GLA,VfL Wolfsburg,WOL
8706,2010/2011,3,2,2010-10-02 00:00:00,26335,9079,29276,109615,23587,36771,26388,188498,27512,27352,46700,26173,36395,97491,38215,34045,30789,178804,38188,185336,108401,32118,Germany,Germany 1. Bundesliga,SC Freiburg,FRE,1. FC Köln,FCK
8707,2010/2011,0,1,2010-10-01 00:00:00,27518,30811,36005,24167,25483,26928,36186,39834,115670,94916,29145,27255,26955,106309,37359,155534,36086,26959,58346,27156,35852,39837,Germany,Germany 1. Bundesliga,Hannover 96,HAN,FC St. Pauli,STP
8708,2010/2011,2,1,2010-10-02 00:00:00,27433,38178,40093,27438,36010,113340,26440,141396,178818,37042,141161,27299,68253,101501,30649,184645,171698,26437,27483,37411,30655,36784,Germany,Germany 1. Bundesliga,1. FC Nürnberg,NUR,FC Schalke 04,S04
8709,2010/2011,3,0,2010-10-16 00:00:00,32653,30894,25365,94886,26489,27300,30868,30477,95078,27326,116772,27518,30811,200965,25483,115670,36186,39834,26928,94916,47357,23819,Germany,Germany 1. Bundesliga,FC Bayern Munich,BMU,Hannover 96,HAN
8710,2010/2011,2,2,2010-10-16 00:00:00,27299,72813,68253,30649,184645,37411,171698,180126,36784,30655,37783,94841,29631,36146,29471,38842,97752,27774,25772,27324,40203,27642,Germany,Germany 1. Bundesliga,FC Schalke 04,S04,VfB Stuttgart,STU
8711,2010/2011,2,1,2010-10-16 00:00:00,27313,35989,35606,41927,30616,114364,30706,71353,110148,27316,37550,178778,9079,29276,109615,23587,26388,36771,29356,27512,46700,188498,Germany,Germany 1. Bundesliga,SV Werder Bremen,WBR,SC Freiburg,FRE
8712,2010/2011,2,3,2010-10-16 00:00:00,114737,31290,35112,30902,37317,19511,30530,26113,31235,30445,15403,27424,97734,27492,24134,43210,49939,58354,71560,73448,27556,30937,Germany,Germany 1. Bundesliga,VfL Wolfsburg,WOL,Bayer 04 Leverkusen,LEV
8713,2010/2011,0,1,2010-10-16 00:00:00,27488,37731,27415,36806,43061,25628,27420,22313,36774,128827,178812,25524,30668,27461,37787,30987,16300,52243,38843,34602,39106,33101,Germany,Germany 1. Bundesliga,1. FSV Mainz 05,MAI,Hamburger SV,HAM
8714,2010/2011,3,2,2010-10-17 00:00:00,33473,39841,95574,27411,38213,119525,147729,36011,172901,35411,36084,38793,36380,145561,27412,27232,36007,26472,38398,129944,37313,66940,Germany,Germany 1. Bundesliga,TSG 1899 Hoffenheim,HOF,Borussia Mönchengladbach,GLA
8715,2010/2011,1,2,2010-10-15 00:00:00,114211,36395,97491,38215,34045,30789,178804,38188,185336,108401,32118,27358,13518,71399,36388,94685,37374,27365,43319,144993,94652,18576,Germany,Germany 1. Bundesliga,1. FC Köln,FCK,Borussia Dortmund,DOR
8716,2010/2011,0,3,2010-10-17 00:00:00,37678,37379,39000,103089,35125,118298,34971,43138,39847,42971,36389,27467,167065,36076,27475,72532,27471,34267,27472,35997,27484,38601,Germany,Germany 1. Bundesliga,1. FC Kaiserslautern,KAI,Eintracht Frankfurt,EFR
8717,2010/2011,3,2,2010-10-16 00:00:00,27255,26955,106309,37359,155534,36086,26959,58346,30702,35852,39837,27433,38178,40093,27438,27436,26440,113340,33772,178818,141396,141161,Germany,Germany 1. Bundesliga,FC St. Pauli,STP,1. FC Nürnberg,NUR
8718,2010/2011,0,1,2010-10-24 00:00:00,27424,97734,58354,27492,43210,49939,71560,37373,27429,30937,73448,27488,36000,27415,36806,43061,25628,27420,22313,36774,128827,38364,Germany,Germany 1. Bundesliga,Bayer 04 Leverkusen,LEV,1. FSV Mainz 05,MAI
8719,2010/2011,1,1,2010-10-24 00:00:00,27358,13518,71399,36388,94685,37374,27365,43319,144993,94652,18576,33473,39841,95574,27411,147729,36775,119525,36011,172901,141160,35411,Germany,Germany 1. Bundesliga,Borussia Dortmund,DOR,TSG 1899 Hoffenheim,HOF
