team_long_name,team_short_name,date,defenceAggression,defencePressure,defenceTeamWidth
Newcastle United,NEW,2011-02-22 00:00:00,45,45,50
Newcastle United,NEW,2012-02-22 00:00:00,48,52,42
Newcastle United,NEW,2013-09-20 00:00:00,39,41,51
Newcastle United,NEW,2014-09-19 00:00:00,54,56,51
Newcastle United,NEW,2015-09-10 00:00:00,39,41,51
OGC Nice,NIC,2010-02-22 00:00:00,70,70,70
OGC Nice,NIC,2011-02-22 00:00:00,45,45,35
OGC Nice,NIC,2012-02-22 00:00:00,47,26,64
OGC Nice,NIC,2013-09-20 00:00:00,47,56,64
OGC Nice,NIC,2014-09-19 00:00:00,47,56,64
OGC Nice,NIC,2015-09-10 00:00:00,47,57,61
Norwich City,NOR,2010-02-22 00:00:00,70,60,70
Norwich City,NOR,2011-02-22 00:00:00,54,34,48
Norwich City,NOR,2012-02-22 00:00:00,50,40,42
Norwich City,NOR,2013-09-20 00:00:00,43,40,53
Norwich City,NOR,2014-09-19 00:00:00,43,40,51
Norwich City,NOR,2015-09-10 00:00:00,39,38,51
Novara,NOV,2011-02-22 00:00:00,51,60,40
Novara,NOV,2012-02-22 00:00:00,45,35,50
Novara,NOV,2013-09-20 00:00:00,49,36,62
Novara,NOV,2014-09-19 00:00:00,49,36,53
1. FC Nürnberg,NUR,2010-02-22 00:00:00,55,55,40
1. FC Nürnberg,NUR,2011-02-22 00:00:00,61,55,46
1. FC Nürnberg,NUR,2012-02-22 00:00:00,40,30,43
1. FC Nürnberg,NUR,2013-09-20 00:00:00,57,39,44
1. FC Nürnberg,NUR,2014-09-19 00:00:00,50,51,47
1. FC Nürnberg,NUR,2015-09-10 00:00:00,40,30,44
CD Numancia,NUM,2010-02-22 00:00:00,55,30,55
CD Numancia,NUM,2011-02-22 00:00:00,49,40,55
CD Numancia,NUM,2012-02-22 00:00:00,46,50,62
CD Numancia,NUM,2013-09-20 00:00:00,46,50,62
CD Numancia,NUM,2014-09-19 00:00:00,46,50,62
CD Numancia,NUM,2015-09-10 00:00:00,46,50,62
Odra Wodzisław,ODR,2010-02-22 00:00:00,70,70,65
S.C. Olhanense,OLH,2010-02-22 00:00:00,45,50,60
S.C. Olhanense,OLH,2011-02-22 00:00:00,45,50,35
S.C. Olhanense,OLH,2012-02-22 00:00:00,24,37,44
S.C. Olhanense,OLH,2013-09-20 00:00:00,31,37,44
S.C. Olhanense,OLH,2014-09-19 00:00:00,24,37,44
KV Oostende,OOS,2014-09-19 00:00:00,47,42,44
KV Oostende,OOS,2015-09-10 00:00:00,47,42,44
CA Osasuna,OSA,2010-02-22 00:00:00,65,30,55
CA Osasuna,OSA,2011-02-22 00:00:00,61,48,68
CA Osasuna,OSA,2012-02-22 00:00:00,52,47,69
CA Osasuna,OSA,2013-09-20 00:00:00,52,47,69
CA Osasuna,OSA,2014-09-19 00:00:00,52,47,65
CA Osasuna,OSA,2015-09-10 00:00:00,52,47,69
Oud-Heverlee Leuven,O-H,2012-02-22 00:00:00,44,43,50
Oud-Heverlee Leuven,O-H,2013-09-20 00:00:00,44,43,50
Oud-Heverlee Leuven,O-H,2014-09-19 00:00:00,44,43,50
FC Paços de Ferreira,FER,2010-02-22 00:00:00,30,30,30
FC Paços de Ferreira,FER,2011-02-22 00:00:00,55,45,50
FC Paços de Ferreira,FER,2012-02-22 00:00:00,39,36,68
FC Paços de Ferreira,FER,2013-09-20 00:00:00,39,36,64
FC Paços de Ferreira,FER,2014-09-19 00:00:00,39,36,64
FC Paços de Ferreira,FER,2015-09-10 00:00:00,39,36,64
SC Paderborn 07,PAD,2010-02-22 00:00:00,48,30,30
SC Paderborn 07,PAD,2011-02-22 00:00:00,48,36,40
SC Paderborn 07,PAD,2012-02-22 00:00:00,52,33,53
SC Paderborn 07,PAD,2013-09-20 00:00:00,52,40,53
SC Paderborn 07,PAD,2014-09-19 00:00:00,55,33,53
SC Paderborn 07,PAD,2015-09-10 00:00:00,29,25,54
Palermo,PAL,2010-02-22 00:00:00,40,45,60
Palermo,PAL,2011-02-22 00:00:00,45,35,50
Palermo,PAL,2012-02-22 00:00:00,45,45,50
Palermo,PAL,2013-09-20 00:00:00,42,43,48
Palermo,PAL,2014-09-19 00:00:00,42,43,48
Palermo,PAL,2015-09-10 00:00:00,58,44,50
Paris Saint-Germain,PSG,2010-02-22 00:00:00,70,70,70
Paris Saint-Germain,PSG,2011-02-22 00:00:00,55,45,65
Paris Saint-Germain,PSG,2012-02-22 00:00:00,46,49,52
Paris Saint-Germain,PSG,2013-09-20 00:00:00,46,49,52
Paris Saint-Germain,PSG,2014-09-19 00:00:00,53,57,56
Paris Saint-Germain,PSG,2015-09-10 00:00:00,53,57,56
Parma,PAR,2010-02-22 00:00:00,30,45,70
Parma,PAR,2011-02-22 00:00:00,47,45,50
Parma,PAR,2012-02-22 00:00:00,45,45,50
Parma,PAR,2013-09-20 00:00:00,43,39,46
Parma,PAR,2014-09-19 00:00:00,66,54,46
Parma,PAR,2015-09-10 00:00:00,43,43,46
Partick Thistle F.C.,PAR,2014-09-19 00:00:00,44,47,52
Partick Thistle F.C.,PAR,2015-09-10 00:00:00,46,46,49
PEC Zwolle,ZWO,2013-09-20 00:00:00,44,46,51
PEC Zwolle,ZWO,2014-09-19 00:00:00,60,58,63
PEC Zwolle,ZWO,2015-09-10 00:00:00,60,58,63
FC Penafiel,PEN,2015-09-10 00:00:00,35,40,46
Pescara,PES,2011-02-22 00:00:00,60,35,50
Pescara,PES,2012-02-22 00:00:00,45,45,35
Pescara,PES,2013-09-20 00:00:00,48,44,48
Pescara,PES,2014-09-19 00:00:00,46,26,48
Pescara,PES,2015-09-10 00:00:00,46,39,43
Piast Gliwice,PIG,2010-02-22 00:00:00,70,65,60
Piast Gliwice,PIG,2013-09-20 00:00:00,45,32,48
Piast Gliwice,PIG,2014-09-19 00:00:00,45,36,48
Piast Gliwice,PIG,2015-09-10 00:00:00,45,36,48
Podbeskidzie Bielsko-Biała,POD,2012-02-22 00:00:00,57,47,48
Podbeskidzie Bielsko-Biała,POD,2013-09-20 00:00:00,57,47,48
Podbeskidzie Bielsko-Biała,POD,2014-09-19 00:00:00,35,29,38
Podbeskidzie Bielsko-Biała,POD,2015-09-10 00:00:00,35,29,38
Pogoń Szczecin,POG,2013-09-20 00:00:00,47,47,63
Pogoń Szczecin,POG,2014-09-19 00:00:00,60,50,47
Pogoń Szczecin,POG,2015-09-10 00:00:00,54,57,47
Polonia Bytom,POB,2010-02-22 00:00:00,70,60,55
Polonia Bytom,POB,2011-02-22 00:00:00,54,53,55
P. Warszawa,PWA,2010-02-22 00:00:00,65,55,55
P. Warszawa,PWA,2011-02-22 00:00:00,34,55,51
P. Warszawa,PWA,2012-02-22 00:00:00,32,31,50
P. Warszawa,PWA,2013-09-20 00:00:00,32,57,50
Portsmouth,POR,2010-02-22 00:00:00,70,40,40
Portsmouth,POR,2011-02-22 00:00:00,44,36,48
Portsmouth,POR,2012-02-22 00:00:00,51,49,44
Portsmouth,POR,2013-09-20 00:00:00,51,49,44
Portsmouth,POR,2014-09-19 00:00:00,40,39,44
Portsmouth,POR,2015-09-10 00:00:00,40,39,44
PSV,PSV,2010-02-22 00:00:00,30,30,30
PSV,PSV,2011-02-22 00:00:00,37,57,64
PSV,PSV,2012-02-22 00:00:00,30,43,48
PSV,PSV,2013-09-20 00:00:00,50,43,48
PSV,PSV,2014-09-19 00:00:00,62,50,55
PSV,PSV,2015-09-10 00:00:00,40,40,48
Queens Park Rangers,QPR,2010-02-22 00:00:00,70,70,70
Queens Park Rangers,QPR,2011-02-22 00:00:00,43,44,40
Queens Park Rangers,QPR,2012-02-22 00:00:00,51,42,44
Queens Park Rangers,QPR,2013-09-20 00:00:00,47,49,44
Queens Park Rangers,QPR,2014-09-19 00:00:00,44,50,54
Queens Park Rangers,QPR,2015-09-10 00:00:00,44,50,54
Racing Santander,SAN,2010-02-22 00:00:00,55,45,50
Racing Santander,SAN,2011-02-22 00:00:00,37,47,53
Racing Santander,SAN,2012-02-22 00:00:00,50,50,68
Racing Santander,SAN,2013-09-20 00:00:00,50,50,68
Racing Santander,SAN,2015-09-10 00:00:00,47,51,53
Rangers,RAN,2010-02-22 00:00:00,70,60,70
Rangers,RAN,2011-02-22 00:00:00,47,46,51
Rangers,RAN,2012-02-22 00:00:00,48,48,62
Rangers,RAN,2013-09-20 00:00:00,48,48,52
Rangers,RAN,2014-09-19 00:00:00,48,48,62
Rangers,RAN,2015-09-10 00:00:00,48,48,55
Rayo Vallecano,RAY,2010-02-22 00:00:00,50,30,40
Rayo Vallecano,RAY,2011-02-22 00:00:00,52,58,68
Rayo Vallecano,RAY,2012-02-22 00:00:00,51,63,59
Rayo Vallecano,RAY,2013-09-20 00:00:00,51,63,59
Rayo Vallecano,RAY,2014-09-19 00:00:00,51,63,59
Rayo Vallecano,RAY,2015-09-10 00:00:00,52,54,63
Reading,REA,2010-02-22 00:00:00,60,70,70
Reading,REA,2011-02-22 00:00:00,31,49,67
Reading,REA,2012-02-22 00:00:00,51,49,45
Reading,REA,2013-09-20 00:00:00,44,39,52
Reading,REA,2014-09-19 00:00:00,52,58,52
Reading,REA,2015-09-10 00:00:00,47,51,52
Real Betis Balompié,BET,2010-02-22 00:00:00,45,50,55
Real Betis Balompié,BET,2011-02-22 00:00:00,40,42,53
Real Betis Balompié,BET,2012-02-22 00:00:00,49,58,58
Real Betis Balompié,BET,2013-09-20 00:00:00,49,58,58
Real Betis Balompié,BET,2014-09-19 00:00:00,49,58,58
Real Betis Balompié,BET,2015-09-10 00:00:00,49,58,58
Real Madrid CF,REA,2010-02-22 00:00:00,40,65,65
Real Madrid CF,REA,2011-02-22 00:00:00,55,68,55
Real Madrid CF,REA,2012-02-22 00:00:00,60,49,68
Real Madrid CF,REA,2013-09-20 00:00:00,49,39,65
Real Madrid CF,REA,2014-09-19 00:00:00,49,39,65
Real Madrid CF,REA,2015-09-10 00:00:00,60,52,63
Real Sociedad,SOC,2010-02-22 00:00:00,30,45,35
Real Sociedad,SOC,2011-02-22 00:00:00,49,49,51
Real Sociedad,SOC,2012-02-22 00:00:00,53,48,70
Real Sociedad,SOC,2013-09-20 00:00:00,53,48,70
Real Sociedad,SOC,2014-09-19 00:00:00,53,48,65
Real Sociedad,SOC,2015-09-10 00:00:00,53,49,53
RC Recreativo,HUE,2010-02-22 00:00:00,55,35,40
RC Recreativo,HUE,2011-02-22 00:00:00,39,39,66
RC Recreativo,HUE,2012-02-22 00:00:00,49,40,62
RC Recreativo,HUE,2013-09-20 00:00:00,49,40,62
RC Recreativo,HUE,2014-09-19 00:00:00,49,40,62
RC Recreativo,HUE,2015-09-10 00:00:00,49,40,54
Reggio Calabria,REG,2010-02-22 00:00:00,50,40,50
Reggio Calabria,REG,2011-02-22 00:00:00,50,40,50
Reggio Calabria,REG,2012-02-22 00:00:00,45,35,50
Reggio Calabria,REG,2013-09-20 00:00:00,48,38,52
Reggio Calabria,REG,2014-09-19 00:00:00,48,38,52
Stade de Reims,REI,2011-02-22 00:00:00,45,45,50
Stade de Reims,REI,2012-02-22 00:00:00,44,33,50
Stade de Reims,REI,2013-09-20 00:00:00,44,33,50
Stade de Reims,REI,2014-09-19 00:00:00,44,33,50
Stade de Reims,REI,2015-09-10 00:00:00,44,33,50
Stade Rennais FC,REN,2010-02-22 00:00:00,70,70,70
Stade Rennais FC,REN,2011-02-22 00:00:00,45,55,65
Stade Rennais FC,REN,2012-02-22 00:00:00,44,46,51
Stade Rennais FC,REN,2013-09-20 00:00:00,44,46,51
Stade Rennais FC,REN,2014-09-19 00:00:00,44,46,51
Stade Rennais FC,REN,2015-09-10 00:00:00,44,46,51
Rio Ave FC,RA,2010-02-22 00:00:00,30,30,30
Rio Ave FC,RA,2011-02-22 00:00:00,45,45,50
Rio Ave FC,RA,2012-02-22 00:00:00,50,39,42
Rio Ave FC,RA,2013-09-20 00:00:00,50,39,42
Rio Ave FC,RA,2014-09-19 00:00:00,48,39,66
Rio Ave FC,RA,2015-09-10 00:00:00,48,39,66
RKC Waalwijk,RKC,2010-02-22 00:00:00,45,50,55
RKC Waalwijk,RKC,2012-02-22 00:00:00,41,41,43
RKC Waalwijk,RKC,2013-09-20 00:00:00,28,29,36
RKC Waalwijk,RKC,2014-09-19 00:00:00,30,31,38
Siena,SIE,2010-02-22 00:00:00,65,40,55
Siena,SIE,2011-02-22 00:00:00,45,40,55
Siena,SIE,2012-02-22 00:00:00,45,45,50
Siena,SIE,2013-09-20 00:00:00,49,37,51
Siena,SIE,2014-09-19 00:00:00,49,44,51
Roda JC Kerkrade,ROD,2010-02-22 00:00:00,30,30,30
Roda JC Kerkrade,ROD,2011-02-22 00:00:00,57,48,34
Roda JC Kerkrade,ROD,2012-02-22 00:00:00,44,47,50
Roda JC Kerkrade,ROD,2013-09-20 00:00:00,44,47,55
Roda JC Kerkrade,ROD,2014-09-19 00:00:00,37,39,42
KSV Roeselare,ROS,2010-02-22 00:00:00,70,65,70
Roma,ROM,2010-02-22 00:00:00,30,55,70
Roma,ROM,2011-02-22 00:00:00,47,46,50
Roma,ROM,2012-02-22 00:00:00,45,35,50
Roma,ROM,2013-09-20 00:00:00,47,49,53
Roma,ROM,2014-09-19 00:00:00,57,36,34
Roma,ROM,2015-09-10 00:00:00,57,36,48
Ross County FC,ROS,2013-09-20 00:00:00,56,40,47
Ross County FC,ROS,2014-09-19 00:00:00,51,39,44
Ross County FC,ROS,2015-09-10 00:00:00,53,36,34
Ruch Chorzów,CHO,2010-02-22 00:00:00,60,65,50
Ruch Chorzów,CHO,2011-02-22 00:00:00,48,46,50
Ruch Chorzów,CHO,2012-02-22 00:00:00,44,43,49
Ruch Chorzów,CHO,2013-09-20 00:00:00,44,43,49
Ruch Chorzów,CHO,2014-09-19 00:00:00,44,43,49
Ruch Chorzów,CHO,2015-09-10 00:00:00,44,43,49
AS Saint-Étienne,ETI,2010-02-22 00:00:00,30,30,30
AS Saint-Étienne,ETI,2011-02-22 00:00:00,45,35,65
AS Saint-Étienne,ETI,2012-02-22 00:00:00,44,35,50
AS Saint-Étienne,ETI,2013-09-20 00:00:00,44,35,50
AS Saint-Étienne,ETI,2014-09-19 00:00:00,44,35,50
AS Saint-Étienne,ETI,2015-09-10 00:00:00,51,48,49
Sampdoria,SAM,2010-02-22 00:00:00,30,50,55
Sampdoria,SAM,2011-02-22 00:00:00,45,35,55
Sampdoria,SAM,2012-02-22 00:00:00,45,45,50
Sampdoria,SAM,2013-09-20 00:00:00,51,50,53
Sampdoria,SAM,2014-09-19 00:00:00,57,54,64
Sampdoria,SAM,2015-09-10 00:00:00,51,50,53
Sassuolo,SAS,2010-02-22 00:00:00,30,30,30
Sassuolo,SAS,2011-02-22 00:00:00,30,45,30
Sassuolo,SAS,2012-02-22 00:00:00,45,35,50
Sassuolo,SAS,2013-09-20 00:00:00,47,38,53
Sassuolo,SAS,2014-09-19 00:00:00,47,54,36
Sassuolo,SAS,2015-09-10 00:00:00,47,38,53
SC Bastia,BAS,2010-02-22 00:00:00,70,70,70
SC Bastia,BAS,2012-02-22 00:00:00,45,44,50
SC Bastia,BAS,2013-09-20 00:00:00,45,44,50
SC Bastia,BAS,2014-09-19 00:00:00,47,39,48
SC Bastia,BAS,2015-09-10 00:00:00,55,44,48
SC Heerenveen,HEE,2010-02-22 00:00:00,30,30,30
SC Heerenveen,HEE,2011-02-22 00:00:00,60,58,65
SC Heerenveen,HEE,2012-02-22 00:00:00,44,45,48
SC Heerenveen,HEE,2013-09-20 00:00:00,44,46,48
SC Heerenveen,HEE,2014-09-19 00:00:00,44,46,48
SC Heerenveen,HEE,2015-09-10 00:00:00,44,46,48
FC Schalke 04,S04,2010-02-22 00:00:00,45,70,70
FC Schalke 04,S04,2011-02-22 00:00:00,67,37,38
FC Schalke 04,S04,2012-02-22 00:00:00,44,43,53
FC Schalke 04,S04,2013-09-20 00:00:00,58,45,42
FC Schalke 04,S04,2014-09-19 00:00:00,51,51,40
FC Schalke 04,S04,2015-09-10 00:00:00,59,55,56
Servette FC,SER,2010-02-22 00:00:00,60,55,55
Servette FC,SER,2012-02-22 00:00:00,45,49,49
Servette FC,SER,2013-09-20 00:00:00,45,49,49
Sevilla FC,SEV,2010-02-22 00:00:00,70,60,65
Sevilla FC,SEV,2011-02-22 00:00:00,58,57,68
Sevilla FC,SEV,2012-02-22 00:00:00,49,38,55
Sevilla FC,SEV,2013-09-20 00:00:00,49,38,55
Sevilla FC,SEV,2014-09-19 00:00:00,49,38,55
Sevilla FC,SEV,2015-09-10 00:00:00,48,42,59
FC Sion,SIO,2010-02-22 00:00:00,40,35,45
FC Sion,SIO,2011-02-22 00:00:00,43,41,39
FC Sion,SIO,2012-02-22 00:00:00,43,45,54
FC Sion,SIO,2013-09-20 00:00:00,43,45,54
FC Sion,SIO,2014-09-19 00:00:00,47,45,54
FC Sion,SIO,2015-09-10 00:00:00,47,45,54
Śląsk Wrocław,SLA,2010-02-22 00:00:00,70,60,50
Śląsk Wrocław,SLA,2011-02-22 00:00:00,47,48,51
Śląsk Wrocław,SLA,2012-02-22 00:00:00,24,24,39
Śląsk Wrocław,SLA,2013-09-20 00:00:00,30,30,40
Śląsk Wrocław,SLA,2014-09-19 00:00:00,37,37,39
Śląsk Wrocław,SLA,2015-09-10 00:00:00,55,45,39
FC Sochaux-Montbéliard,SOC,2010-02-22 00:00:00,30,65,65
FC Sochaux-Montbéliard,SOC,2011-02-22 00:00:00,55,45,65
FC Sochaux-Montbéliard,SOC,2012-02-22 00:00:00,43,54,49
FC Sochaux-Montbéliard,SOC,2013-09-20 00:00:00,43,54,49
FC Sochaux-Montbéliard,SOC,2014-09-19 00:00:00,43,54,49
FC Sochaux-Montbéliard,SOC,2015-09-10 00:00:00,43,54,49
Southampton,SOU,2010-02-22 00:00:00,70,70,70
Southampton,SOU,2011-02-22 00:00:00,43,43,48
Southampton,SOU,2012-02-22 00:00:00,52,48,44
Southampton,SOU,2013-09-20 00:00:00,63,57,44
Southampton,SOU,2014-09-19 00:00:00,64,62,44
Southampton,SOU,2015-09-10 00:00:00,65,50,44
Sparta Rotterdam,SPA,2010-02-22 00:00:00,30,30,30
Sporting Charleroi,CHA,2010-02-22 00:00:00,70,70,70
Sporting Charleroi,CHA,2011-02-22 00:00:00,58,49,48
Sporting Charleroi,CHA,2013-09-20 00:00:00,48,42,49
Sporting Charleroi,CHA,2014-09-19 00:00:00,48,42,49
Sporting Charleroi,CHA,2015-09-10 00:00:00,48,39,49
Sporting CP,SCP,2010-02-22 00:00:00,30,30,30
Sporting CP,SCP,2011-02-22 00:00:00,45,55,50
Sporting CP,SCP,2012-02-22 00:00:00,49,52,54
Sporting CP,SCP,2013-09-20 00:00:00,49,52,54
Sporting CP,SCP,2014-09-19 00:00:00,60,60,54
Sporting CP,SCP,2015-09-10 00:00:00,60,60,54
Real Sporting de Gijón,SPG,2010-02-22 00:00:00,70,70,55
Real Sporting de Gijón,SPG,2011-02-22 00:00:00,51,58,55
Real Sporting de Gijón,SPG,2012-02-22 00:00:00,60,36,39
Real Sporting de Gijón,SPG,2013-09-20 00:00:00,60,36,39
Real Sporting de Gijón,SPG,2014-09-19 00:00:00,60,36,39
Real Sporting de Gijón,SPG,2015-09-10 00:00:00,54,45,41
Napoli,NAP,2010-02-22 00:00:00,70,50,45
Napoli,NAP,2011-02-22 00:00:00,70,50,45
Napoli,NAP,2012-02-22 00:00:00,55,45,50
Napoli,NAP,2013-09-20 00:00:00,57,44,53
Napoli,NAP,2014-09-19 00:00:00,59,61,39
Napoli,NAP,2015-09-10 00:00:00,57,47,53
FC St. Gallen,GAL,2010-02-22 00:00:00,55,50,50
FC St. Gallen,GAL,2011-02-22 00:00:00,55,49,48
FC St. Gallen,GAL,2013-09-20 00:00:00,41,40,52
FC St. Gallen,GAL,2014-09-19 00:00:00,41,40,52
FC St. Gallen,GAL,2015-09-10 00:00:00,36,40,52
St. Mirren,MIR,2010-02-22 00:00:00,70,60,70
St. Mirren,MIR,2011-02-22 00:00:00,44,43,51
St. Mirren,MIR,2012-02-22 00:00:00,48,50,40
St. Mirren,MIR,2013-09-20 00:00:00,49,53,42
St. Mirren,MIR,2014-09-19 00:00:00,49,50,41
St. Mirren,MIR,2015-09-10 00:00:00,58,60,48
FC St. Pauli,STP,2010-02-22 00:00:00,70,60,55
FC St. Pauli,STP,2011-02-22 00:00:00,60,49,55
FC St. Pauli,STP,2012-02-22 00:00:00,44,49,59
FC St. Pauli,STP,2013-09-20 00:00:00,44,49,57
FC St. Pauli,STP,2014-09-19 00:00:00,44,46,54
FC St. Pauli,STP,2015-09-10 00:00:00,44,39,57
St. Johnstone FC,JOH,2010-02-22 00:00:00,70,30,30
St. Johnstone FC,JOH,2011-02-22 00:00:00,47,33,37
St. Johnstone FC,JOH,2012-02-22 00:00:00,38,42,52
St. Johnstone FC,JOH,2013-09-20 00:00:00,42,44,56
St. Johnstone FC,JOH,2014-09-19 00:00:00,40,40,52
St. Johnstone FC,JOH,2015-09-10 00:00:00,48,37,55
Sint-Truidense VV,STT,2010-02-22 00:00:00,50,50,50
Sint-Truidense VV,STT,2011-02-22 00:00:00,46,46,46
Sint-Truidense VV,STT,2012-02-22 00:00:00,40,32,41
Standard de Liège,STL,2010-02-22 00:00:00,70,70,65
Standard de Liège,STL,2011-02-22 00:00:00,47,59,66
Standard de Liège,STL,2012-02-22 00:00:00,60,45,52
Standard de Liège,STL,2013-09-20 00:00:00,60,45,52
Standard de Liège,STL,2014-09-19 00:00:00,54,45,52
Standard de Liège,STL,2015-09-10 00:00:00,54,45,52
Stoke City,STK,2010-02-22 00:00:00,70,35,35
Stoke City,STK,2011-02-22 00:00:00,65,25,50
Stoke City,STK,2012-02-22 00:00:00,58,50,45
Stoke City,STK,2013-09-20 00:00:00,37,32,41
Stoke City,STK,2014-09-19 00:00:00,40,38,41
Stoke City,STK,2015-09-10 00:00:00,37,44,51
Sunderland,SUN,2010-02-22 00:00:00,70,35,35
Sunderland,SUN,2011-02-22 00:00:00,55,45,65
Sunderland,SUN,2012-02-22 00:00:00,53,47,60
Sunderland,SUN,2013-09-20 00:00:00,52,47,49
Sunderland,SUN,2014-09-19 00:00:00,38,41,53
Sunderland,SUN,2015-09-10 00:00:00,45,47,49
Swansea City,SWA,2010-02-22 00:00:00,70,70,70
Swansea City,SWA,2011-02-22 00:00:00,47,44,64
Swansea City,SWA,2012-02-22 00:00:00,58,48,60
Swansea City,SWA,2013-09-20 00:00:00,58,52,57
Swansea City,SWA,2014-09-19 00:00:00,58,51,54
Swansea City,SWA,2015-09-10 00:00:00,47,31,42
CD Tenerife,TEN,2010-02-22 00:00:00,30,50,45
CD Tenerife,TEN,2011-02-22 00:00:00,50,57,67
CD Tenerife,TEN,2014-09-19 00:00:00,50,52,65
CD Tenerife,TEN,2015-09-10 00:00:00,50,52,69
FC Thun,THU,2011-02-22 00:00:00,34,37,46
FC Thun,THU,2012-02-22 00:00:00,45,47,53
FC Thun,THU,2013-09-20 00:00:00,45,47,53
FC Thun,THU,2014-09-19 00:00:00,45,47,53
FC Thun,THU,2015-09-10 00:00:00,45,47,53
Torino,TOR,2010-02-22 00:00:00,35,45,55
Torino,TOR,2011-02-22 00:00:00,45,45,55
Torino,TOR,2012-02-22 00:00:00,45,35,50
Torino,TOR,2013-09-20 00:00:00,46,39,52
Torino,TOR,2014-09-19 00:00:00,34,39,52
Torino,TOR,2015-09-10 00:00:00,46,39,52
Tottenham Hotspur,TOT,2010-02-22 00:00:00,50,50,50
Tottenham Hotspur,TOT,2011-02-22 00:00:00,40,30,60
Tottenham Hotspur,TOT,2012-02-22 00:00:00,44,43,51
Tottenham Hotspur,TOT,2013-09-20 00:00:00,61,63,57
Tottenham Hotspur,TOT,2014-09-19 00:00:00,51,58,56
Tottenham Hotspur,TOT,2015-09-10 00:00:00,54,63,56
Toulouse FC,TOU,2010-02-22 00:00:00,45,30,30
Toulouse FC,TOU,2011-02-22 00:00:00,55,35,50
Toulouse FC,TOU,2012-02-22 00:00:00,45,36,49
Toulouse FC,TOU,2013-09-20 00:00:00,45,36,49
Toulouse FC,TOU,2014-09-19 00:00:00,52,36,49
Toulouse FC,TOU,2015-09-10 00:00:00,45,36,49
ES Troyes AC,TRO,2011-02-22 00:00:00,45,45,50
ES Troyes AC,TRO,2012-02-22 00:00:00,42,43,52
ES Troyes AC,TRO,2013-09-20 00:00:00,42,43,52
ES Troyes AC,TRO,2014-09-19 00:00:00,42,43,52
ES Troyes AC,TRO,2015-09-10 00:00:00,42,43,52
FC Twente,TWE,2010-02-22 00:00:00,30,30,30
FC Twente,TWE,2011-02-22 00:00:00,59,61,54
FC Twente,TWE,2012-02-22 00:00:00,68,62,67
FC Twente,TWE,2013-09-20 00:00:00,44,34,54
FC Twente,TWE,2014-09-19 00:00:00,41,44,55
FC Twente,TWE,2015-09-10 00:00:00,41,44,55
Udinese,UDI,2010-02-22 00:00:00,30,35,55
Udinese,UDI,2011-02-22 00:00:00,45,44,55
Udinese,UDI,2012-02-22 00:00:00,55,45,50
Udinese,UDI,2013-09-20 00:00:00,63,40,57
Udinese,UDI,2014-09-19 00:00:00,46,40,57
Udinese,UDI,2015-09-10 00:00:00,57,40,57
"União de Leiria, SAD",ULE,2010-02-22 00:00:00,50,50,50
"União de Leiria, SAD",ULE,2011-02-22 00:00:00,50,50,50
"União de Leiria, SAD",ULE,2012-02-22 00:00:00,45,53,56
Valencia CF,VAL,2010-02-22 00:00:00,60,55,60
Valencia CF,VAL,2011-02-22 00:00:00,48,40,54
Valencia CF,VAL,2012-02-22 00:00:00,38,51,59
Valencia CF,VAL,2013-09-20 00:00:00,38,51,59
Valencia CF,VAL,2014-09-19 00:00:00,38,51,59
Valencia CF,VAL,2015-09-10 00:00:00,45,49,53
Valenciennes FC,VAL,2010-02-22 00:00:00,55,30,30
Valenciennes FC,VAL,2011-02-22 00:00:00,45,45,65
Valenciennes FC,VAL,2012-02-22 00:00:00,57,43,51
Valenciennes FC,VAL,2013-09-20 00:00:00,57,43,51
Valenciennes FC,VAL,2014-09-19 00:00:00,51,47,46
Valenciennes FC,VAL,2015-09-10 00:00:00,51,47,46
Real Valladolid,VAL,2010-02-22 00:00:00,65,30,30
Real Valladolid,VAL,2011-02-22 00:00:00,52,43,59
Real Valladolid,VAL,2012-02-22 00:00:00,50,51,60
Real Valladolid,VAL,2013-09-20 00:00:00,50,51,60
Real Valladolid,VAL,2014-09-19 00:00:00,50,51,60
Real Valladolid,VAL,2015-09-10 00:00:00,40,47,47
Hellas Verona,VER,2012-02-22 00:00:00,55,45,50
Hellas Verona,VER,2013-09-20 00:00:00,59,47,63
Hellas Verona,VER,2014-09-19 00:00:00,47,31,37
Hellas Verona,VER,2015-09-10 00:00:00,59,47,52
VfB Stuttgart,STU,2010-02-22 00:00:00,50,65,60
VfB Stuttgart,STU,2011-02-22 00:00:00,56,45,39
VfB Stuttgart,STU,2012-02-22 00:00:00,44,47,43
VfB Stuttgart,STU,2013-09-20 00:00:00,52,47,38
VfB Stuttgart,STU,2014-09-19 00:00:00,54,46,40
VfB Stuttgart,STU,2015-09-10 00:00:00,44,41,32
Villarreal CF,VIL,2010-02-22 00:00:00,30,65,70
Villarreal CF,VIL,2011-02-22 00:00:00,48,50,54
Villarreal CF,VIL,2012-02-22 00:00:00,51,51,56
Villarreal CF,VIL,2013-09-20 00:00:00,51,51,56
Villarreal CF,VIL,2014-09-19 00:00:00,51,51,56
Villarreal CF,VIL,2015-09-10 00:00:00,48,47,44
Vitesse,VIT,2010-02-22 00:00:00,30,30,30
Vitesse,VIT,2011-02-22 00:00:00,60,55,64
Vitesse,VIT,2012-02-22 00:00:00,54,42,48
